review,votes_helpful,votes_unhelpful,date_day_of_week,date_month,date_year,recommend
"I pretty much just leave these on all the time. It gives a good boost and body to my tone, with out being to distorted and dirty, but if you want that type of sound you can get it.Great price too.",0,0,Wednesday,July,2014,1
"I originally bought this pedal to boost an old amplifier signal and it works suprisingly well. I wanted a boost which didn't color tone and this has worked well for my needs. The price is good, I bought it locally for the same price here.Since I have bought this pedal, I have upgraded the speaker in the old amp and still use this to boost the speaker to use with pedals. The tone is transparent and boosting pedal output is great. I use it with distortion and overdrive with good results.I have found new uses for my pedals which suffer from volume drop by putting this in front of them. All in all, besides for a good EQ pedal, this boost is effective and worth every penny.",0,1,Monday,August,2012,1
"I cannot shower enough praise on the LPB-1. It currently sells for about $40 and improves your sound when combined with any other pedal (especially overdrive/distortion pedals) or on its own. I keep it on all the time, since it always improves sound-quality.",3,3,Tuesday,October,2013,1
"Got these as a gift for my 11 year old nephew, he loves them, the only problem is that his friends keep walking off with them.",0,0,Sunday,December,2011,1
hard to review picks..but these are as advertised...havent used enough to see if images wear well...or just disappear from use...but they are what they are...enjoy,0,0,Wednesday,May,2014,1
"These are fantastic and unique guitar picks.  I love the hologram effect and the cute babes as well.  It's always nice to have a conversation item and these little ones age great to show off to your guy friends.  Love them, and they're good quality picks too so I will use them.",0,0,Monday,February,2014,1
"Nice picks with very tasteful pics of hula girls.  Gave some to my guitar teacher, and thought they were the hoot.  A pick is pick, there's no doubt about that, but a little art work sort gives it a personality.",2,2,Sunday,July,2008,1
"This is a great mixer if you are looking to do simple podcasting or solo music production at home. It's a great little unit. The only set back is that you can not use Condenser mics with this, without an external phantom power supply, as there is NO phantom power on this unit. You need to get the 802 model if you need phantom power, otherwise this will work fine with regular XLR or Hi-Z microphones.",1,1,Monday,July,2011,1
"This little mixer is handy to have around for small headphone mixes and such, but don't expect it to last forever as is typical with Behringer products. At least it's cheap though!  I just wish it had a power switch...",0,0,Saturday,March,2014,1
I have two Behringer mixers and both exceed my expectations.  Small yet clean and versatile.  Great for gigging remote events.  A great value for the money.,0,0,Saturday,August,2013,1
I used this one time so far w/my fishman stick and it served the purpose just fine. am looking forward to using it in the future,1,1,Thursday,November,2012,1
"I had read lots of reviews about Behringer, some people had buzz and noises, etc but this is not my case. I'm not a professional and I just wanted a good mixer to connect my guitar/pedal, my tascam DR-03, my mobile as sometimes I use the Tascam to record, the mobile to reproduce and my guitar to follow.This mixer works great, NO noise, NO buzz, NO nothing but working as expected. Great product for entry level and great price for what you get.",8,11,Friday,May,2011,0
"For the multi guitar owners, I think this is great.All I was looking for, something to patch guitars to amp without drastic tone/volume changes.Set up single coil, and another line humbucker, or p90 guitar and have the same volumes. Excellent... And space saver.  Sure there's a lot more options, but not likely ill use, just to make guitar switching easy good deal.",0,0,Tuesday,February,2014,1
"Needed a mixer and figured it was worth the risk to try this inexpensive mixer.  It is limited in what it can do but it does the job.  I'm rapidly becoming a behringer fan.  The three points mentioned in another rating (Inputs should be out the back, needs rubber feet, and the led) are spot on.  I'd also like to see another set of outputs on it as well.  It could also use being a tad bigger, they jammed everything into such a small area the knobs are a little close together.  The LED for the power on this thing is so bright it's obnoxious, it almost blinds you.  Other than that its a great and affordable little mixer that does everything they advertise...",1,1,Sunday,May,2011,1
just used mine for the first time today love it it is every thing behringer said it was  does every thing i need it to do for my two piece blue grass show,0,0,Sunday,May,2012,1
I use it with a small amp for singing.It is just the right size for my amp and it get more then enough control with it well made fast shipping .And the price it right.,0,0,Monday,October,2011,1
I just got this to run my passive pa. Its inexpensive and easy to use. Very portable and does the job it was designed to do.,0,0,Sunday,January,2012,1
This has more features than I'll ever likely use. Has worked flawlessly for recording acoustic guitar to my computer. Appears to be well made.,0,0,Friday,May,2014,1
"You cannot go wrong with this mixer.  VERY clean sound, very versatile.  Very reliable.  I have been using these on the road and in my home studio without any trouble at all.  Very much Recommended!",0,0,Saturday,December,2013,1
"For what this does you can't go wrong for the price!  I have a small recording setup and play guitar (and bass) with friends.  This little mixer gets both of those jobs done right.  Sure a more expensive mixer might be able to tweek your vocals or instruments more, but all I needed was a way to mix up to 4 inputs at at time and out put to my speakers and laptop for recording.  It does all of those jobs well. There is no hum when the unit is on.  I have two small grips though..and they are minor...the EQ isn't that great and the volume to the headphones is lower than I like.  Maybe I'm going deaf.",1,1,Monday,December,2012,1
"This worked out of the box. I have two XLR misc, one keyboard, and a guitar connected and its very easy to balance the levels. There is no noise or other problem so far.Great for my family.looking to buy more soon.",0,0,Monday,December,2013,1
the Beringer 802 mixer is by far the lowest costing and best performing mixer for the price on the market..  Works fantastic and I am very happy with it..,0,0,Friday,December,2012,1
"I bought mine used.  When I got it in, it didn't work.  There was either something wrong with the power cable or the power input in the board.  Behringer uses a custom power supply, so I had no way of testing it.  I had to send it back for a refund.  I read other reviews that have had the same problem, so it seems to be an occasional issue.However, I've used one of these boards before.  The one I used back then was fantastic and everything I needed for small projects.",0,0,Thursday,February,2013,0
"This device has so many uses whether it comes to mixing audio for a presentation, a gaming video, or playing musical instruments. There are so many controls and this mixer has just enough inputs/outputs/controls for just about anything that I've been using it for. It seems to be very durable as well. It does seem to get hot after a while, but that hasn't affected it's use at all and so far hasn't damaged the device in any way. Behringer is the way to go!",0,0,Friday,January,2013,1
I was pleasantly surprised at how well this little mixer performs. It was exactly what I needed to record myself singing karaoke on the computer. For the price it does a very good job. I don't detect any hum at all and I only get hiss when I crank the volume up too high. I recommend this mixer for your home studio. It works perfectly with my sound card. You do NOT need USB to get this to work.,1,1,Wednesday,September,2009,1
"This mixer is just what I've been looking for. The 8 inputs makes it very versatile for different projects. This mixer is a little too much for me (considering that I only record with one XLR track & use the outputs for my UCA202 Interface) but it's good to have these extra inputs just in case I want to stretch my &#34;creativity.&#34; Anyways, this is an amazing mixer for the price! Anyone just getting into making music and recording needs one! Guaranteed amazing'ness!",1,1,Tuesday,January,2014,1
"I have a audio interface that has all the inputs on the back  this was difficult so for the longest time when I had my studio setup I had a mixing board going into the interface. It is always nice to have a channel strip on the line that your capturing because it make the final adjustments fine. This board is great, no sliders which I had to clean. The board has all the same features that were on my 8 channel DOD board that I used for years and it only needs a small space on my desk. The only thing that I am not keen upon is that there is no on/off switch so the unit is unplugged most of the time. It makes the stuff I do in Logic easy. This is a home use unit  great for the price as well as for its quality.",0,0,Sunday,February,2012,1
"I was looking for a low cost mixer to use with my Fostex MR-8 recorder and did a little research on the XENYX 802.  Just looking at it with it's inputs, number of controls, I would have guessed it cost close to a couple hundred bucks. Imagine my surprise when, after reading the positive reviews, that I discovered this thing was only [...]!  I bought it immediately and, right out of the box, it did exactly everything I was expecting it to - this is a awesome little piece of gear for getting the recording control and flexibility that is not inherent on the Fostex. I'm quite excited about my future recordings using the 802 - I'm like a kid with a new toy!  Highly recommended piece of gear that is an extremely great value for the cost.",0,0,Tuesday,July,2009,1
"EXACTLY what I needed.  Small, compact, functional, and it works!  No off/on power switch though but small consideration when you think about what it can do.  Connect mics, iPods, MP3 players...and control sound and volume, at your fingertips!",0,0,Saturday,January,2013,1
This mixer is perfect for the price that is specified. Although the blue LED power light is near blinding; the overall quality and functionality of this product is fantastic.I would suggest this anyone who is on a budget and would want a good quality mixer.,0,0,Saturday,December,2011,1
"The mixer is good for the price but I had to return my first one soon after opening it due to some loose parts moving around inside. The packing way below average. As a matter of fact, it was the only outer box without any cushioning. After seeing those UPS and FEDEX delivery videos I would not pack a UPS or FEDEX shipping item in such a poor packing. However, the great seller ( I am referring to AMAZON) immediately responded and sent me a replacement along with a prepaid label to return the fist unit. Second unit too had the similar packing but no damages. Worked fine.",1,2,Sunday,January,2012,0
This was much smaller than I thought it would be but I kinda like that because it takes up no space. It does exactly what is expected of it. The effects are pretty good actually and could be used at a push for live or recording work - although certainly would not replace the likes of TC Electronics or Lexicon. Relatively transparent and controls are responsive. For the money......good value.,0,0,Wednesday,December,2012,1
"Running 4 mics, samples and the odd phone call into one device for recording was a bit daunting.  This mixer handles it all perfectly.  I'm literally knew nothing about it when it arrived (first time I'd ever seen a mixer of any kind) in terms of usage but managed to figure it out quickly, get hiss free, nicely panned, beautifully warm sounds that have helped make my podcasting sound wonderful, professional and frankly better than I could have imagined.  I didn't need the 'FX' .. but the the other was out of stock :D I'll get to them one day.I wish it had a power button.",1,1,Wednesday,December,2012,1
"The mixer arrived early, which was a life-saver.  I immediately put it to use at a musical venue in which all four microphone pre-amps were used for three vocalists and one flute, and the CD input was connected to a computer that was playing a minus track for the vocalists.  Everything functioned well and the medium reverb effect performed well on all inputs.  I am looking forward to using more of the effects.",1,1,Monday,December,2011,1
"This is one of the quietest mixers I've ever used. The range of adjustability is excellent. 12 channels fill up quickly, but I've mixed 10 at a time and nearly no noise (at least I don't hear any).",2,2,Saturday,November,2013,1
"Behringer has had a somewhat spotty reputation among many professional musicians so I was a bit apprehensive about buying this unit but so far, so good.  The mic preamps sound pretty good - clean and relatively quiet. The knobs and slider feel smooth and well made.It also seems to send hotter signal to my JBL EON 510s and that's a good thing.The built-in effects are probably its weakest point.  I've heard some really cheap digital reverbs that are much smoother than this unit.I also wish that the Control Room knob and outputs were independent of the Main Output slider.  That would definitely make it a lot more practical but then again, it would also turn it into a 4 buss mixer.  So all in all, not too shabby for a $110.00 mixer but I probably wouldn't use it for recording.",2,2,Saturday,November,2010,1
"Considering the price is so cheap on these, I took a chance on this about a year ago for my home hobbyist studio. To say that I used it ""rarely"" is an understatement - maybe once a month when I have friends over for jamming as a way to get my vDrums and a bass DI through my powered wedges. That said, within a year two of the channels stopped working altogether, and the main volume fader became scratchy and jumpy to the point that the volume all the way down would = the volume ALL the way up.Aside from it not working less than a year later, as others have mentioned the lack of a power button combined with the wall wart adapter is a bit of a pain as well. However, if you're building a studio on a budget and want to roll the dice, it's a decent little mixer while it works.Pass on this - sound quality is decent for the price, but reliability gets a zero.",1,1,Sunday,July,2012,0
"I bought this to upgrade from a Eurorack 802 that I had. I'm quite please with the Xenyx 1202. Lots of inputs, phantom power, and it produces really great sound! I'm very happy with this little mixer.",0,0,Monday,September,2013,1
This mixer has four mic inputs. It has some fun effects. This mixer comes with a 80Hz filter and a 3-band equalizer on the mic channels. It has a FX-send that can be used as a mono output if you only need mono. I do not hear any external noise. It has a durable metalic case.  This mixer has great audio.,0,1,Monday,June,2013,1
"I was actually trying to buy the smaller Xenyx when I bought this one, but I'm so glad I got this model. Unbelievable amount of flexibility built into it. I use with the UCA202 audio interface and the Audio-Technica AT2035 for recording on my PC with Audacity every day since I unpacked it with no problems. Makes a perfect small studio combination!",0,1,Saturday,June,2013,1
"As LC condenser it's definitely a light weight, but for lesse than a $100 bucks it sounds pretty good...Used on acoustic guitar with less than satisfatory results, but got a great sound out of a violin and a fairly decent voice sound.Looking forward to more tests.",1,1,Thursday,October,2013,1
"when given a budget for cheap microphones, the odds are that you cant afford to make a mistake by buying this one. I like the fact that it adds a deeper, bassier tone to any voice but it's missing clarity. If you want the low tone but also treasure your clarity, spend 30 dollars less and get an MXL 990 instead. it even comes with its own shockmount and carrying case. I hooked the 990 up to a cheap ART Tube MP preamp and after letting a few vocalists experiment with it, they agreed that the 990 was clearly superior to the V67G that was hooked up to much more expensive preamp. Some vocalists actually prefer the MXL 990 over a couple of my Shure condenser microphones.",1,5,Monday,April,2013,0
"bought this for a modest step up in vocal tracks for home recording on my 24 bit neo 2488.Ive been using the mxl990. mic would be great for the price if it wasnt defective. used it forabout 30 minutes before crackling and static started. had to go back to the 990 until all of thereturn and warranty is taken care of. i still recommend the mic though. it is hotter than the 990in its highs, but with good compression, power amp and eq the result is well worth the money.",2,2,Wednesday,August,2012,0
"This mic is really nice. I have used it on many recordings and it still amazes me that it can sound so great. Works great on voice overs, singers, and rappers.That said, it won't outperform the mics you would encounter in studios today, but with a little tweaking, and the right preamp, this mic can sound great.There was one review that mentioned it isn't for female vocalists. I've only used it on one and it sounded great, not as good as the one I used in studio, but it worked in a pinch for overdubbing with no studio time available.",1,1,Thursday,November,2013,1
"use to record my music, works great on vocals and instrument  together or separate. I like the deep tones and wide range of pick up. it grabs everything so you need to be careful of background, get it if you are even thinking, dont forget phantom power is needed !",0,0,Saturday,January,2014,1
"Really a nice mic. I did a lot of research before purchasing this for my home studio. I record acoustic guitar and vocals through this mic and they sound wonderful. Plenty of low end while still capturing the clear mids and highs. Makes my voice sound fantastic. I read a lot of reviews saying that this mic with the right voice works wonders, and it certainly does for mine.Worth a shot if you're on a budget like me!",0,1,Wednesday,January,2012,1
"Really a remarkable microphone for around $100.  Very sensitive . . . its for studio, not live performances.  Be sure to set your DAW insert on your input channel with a compressor/limiter, as you can easily blow through the volume into clipping.  Has a rich warm tone, like tube mics.  Compares to a Audio Tech 2020, not in the class of say an Audio Tech 4040.  Can't beat it for the price.",1,1,Monday,May,2013,1
"This mic is fantastic! I've been singing, writing, and recording for almost 30 years and this mic is pretty much just as good as all of the silly expensive German mics I've used in larger studios over the years. There's a very slight presence peak, but nothing like most of the other Chinese mics. It isn't shrilling or peaky at all. Male tenor vocals and acoustic guitar sound great without any need for EQ whatsoever beyond a hi pass filter for the sub 100hz stuff. This mic is also an excellent candidate for a Michael Joly mod, he calls it one of the 7 audio wonders of the world because it makes no sense that this mic is this good at under $200. Michael mods these mics and you'd be hard pressed to be able to tell the difference between this one and the famous U87 with the German name that starts with an ""N"". I'm using it totally stock and it's been great. Buy it.",53,57,Monday,July,2010,1
"I love this boost pedal so much!  I owned the MXR Micro Amp for a while, but I found that it colored my tone way too much (too much low end).  The MC401 on the other hand doesn't color your tone at all.  It provides a very precise boost and pushes your tube amp into natural overdrive.  The boost is extremely articulate and produces throbbing palm muting and clear chords. If you're in the market for a boost or a buffer, I'd look no further.  This pedal is affordable, sturdy, and sounds absolutely amazing!",0,0,Wednesday,October,2013,1
This is a great effect. Awesome engineering as Jim Dunlop's MXR products has always presented. The true bypass feature and the high-end quality materials make it very reliable and dependable. This CAE boost pedal is very sensitive and delivers as it should. I actually believe this will exceed all your expectations. You will not be dissappointed at all. Ships fast. Highly recommended.,0,0,Tuesday,December,2012,1
I use this boost in the effects loop so it's after the preamp section of the amplifier.  It gives the boost I need for my leads without effecting my tone whatsoever.  I will always have one of these on my board.  Very well made.,0,0,Saturday,August,2013,1
"I'm using this pedal like a clean boost for leads, and I'm very happy with it's sound. Uncolored +20db of clean gain...",0,0,Tuesday,December,2012,1
A very good pedal that you miss only when its off. Super transparent and boosts your signal after all the degradation through your cables. To my ears it restores the high end and shimmer and brings back life to the note. Best used after all your pedals right before it goes into your amp.,0,1,Thursday,September,2012,1
"usually picks are picks, but these are a blast, I play by holding the ""horns"" between thumb and forefinger and using the mouth to pick out the notes, I had to order 2 extra bags of these because people keep begging for one.",0,0,Sunday,December,2011,1
"these picks are nice. They're great for metal, if you like a durable pick. The paint fade away after a while, but don't let that stop you. It leave no residue on your guitar and these have never broken on me. the only reason i would buy more is if i lost some over time.",0,0,Monday,December,2009,1
"These picks play about like a regular triangular pick, the rounded ears may be more practical for some players.  They stand out because everyone loves the idea of them.  I would definitely recommend any serious player own one pack of these, and carry one around because they always get a good laugh.",0,0,Sunday,December,2010,1
"I like these picks.  They look great, and work well.  I have no issues at all with them, and they play a little stiff when new, but within minutes feel like an old friend.  Great buy for $3.  Give one to a guitar playing friend and watch eyes open wide with a ""NO WAYYY!"" look on their face!!",0,0,Tuesday,March,2012,1
I am a big fan of the movie &#34;Tenacious D and the Pick of destiny&#34; so when I saw these picks I just had to get them!,0,0,Monday,January,2013,1
Bought as a stocking stuffer for my brother in law. Gave it to him with an actual replica of the pick. He loved them. Still has some.,0,0,Wednesday,August,2013,1
I figured I would take 2mins out of servicing the line of ladies that formed after receiving this pic to do a review.  The pics shape and thickness is actually perfect (TWSS) for playing and gripping.  Also the paint seems to be holding after quite a few hours of playing.  I would suggest getting two packs since you will need 1 pick and the other 11 can go to the children you fathered due to this pic.,6,7,Thursday,September,2012,1
Have a couple guitars and a bass hooked in at the same time.  Attaches to my audio interface.  No cable switching.  Didn't need the sophistication of other mixers costing 5x as much.  Fast convenient way to switch guitars while recording.,0,0,Thursday,January,2014,1
"1 Digital Drumset, 1 Electronic guitar, 1 microphone (non XLR), and a Keyboard.  I got the Brady Bunch Musical here.  This mixer works great. No complaints, just works!  All connections are 1/4"" mono.",2,2,Saturday,September,2012,1
"I have a bunch of instruments (synths, back up recordings, ...) plugged straight into my bass amp for home recording/practice.. Having this one helps reducing the amount of cabling hanging everywhere. It works fine. It is lightweight and feels sturdy.Only drawback: I tried getting straight into it with my musicman active bass, and the preamps saturated in low frequencies. Input has to be kept within a small range.",0,0,Monday,December,2013,1
this is what i'm talking about: cheap but very usual form behringer. very handy too. but i hope then would run on batteries next time.,0,0,Saturday,May,2014,1
"I put two pickups in my resonator guitar, a magnetic and a transducer.  This is the IMD--improvised musical device--solution to using both pickups without building a little box with two volume controls.  I plug two cords into the mixer, one from each pickup, and blend and balance the two pickups.  It works.  It cost a a little more than buying the parts to build something like an electric guitar wiring setup but it works out of the box so the labor cost is almost zero.  Bonus, it's an active device so it can boost the signal.  Only con is that it runs on 12 V and doesn't have a battery option.  I can live with that.",0,0,Friday,May,2014,1
"I have a pretty weird pedalboard set-up involving an EHX digital Memory Man looped back into itself and another split earlier in the pedal chain.  This does a great job of summing three outputs back into one signal before I go into a reverb pedal and then out to my amp.  Takes a little while to dial in exactly where the knobs should be, and they get very loud at the top end, but I have noticed no issues with sound with each knob at around 4.5/10.  I tested to see if I could tell any difference in noise due to this pedal but found none.",0,0,Tuesday,March,2013,1
"I use this with my small mobile DJ setup mostly for microphone inputs when using my small mixer. Simple to use, works great, no hum or buzz at all.",0,0,Monday,July,2013,1
"These are amazing little inexpensive mixers. If you need to sum together some signals this can get the job done.We have two of these in our vocal effects rack summing our effects from six feeds (three per mixer) down to two outputs (one per mixer), the mixers feed direct boxes which go back to the front of house console, this lets us have the effects on stage so the performers can control them and send the signal back to the console for adding into the main mix. We have no noise problems at all with these mixers and they really solved a problem for me, I needed tiny flexible mixers I could preset and fit inside the rack out of the way, not only were these extremely inexpensive they work great.Good luck and good music to all",0,0,Thursday,November,2013,1
I needed a way to boost the input of a wired lapel microphone coming from the preacher directly into my powered speakers.  Works great!,0,0,Monday,August,2013,1
light construction but  you get what you pay for.  so far it has functioned well and I do use it a lot.  it would be nice if it remembered what channel it was last on so when you power cycle it doesnt switch on you.  I mostly use it to feed one amp from two different instruments.  I have not noticed any sound degradation from using it.  the volume knobs are handy for sure!!,0,1,Friday,December,2012,1
What a great little gizmo. I play both acoustic and electric guitar at my church and there is only one input on the board for me. No more unplugging/plugging in-between songs. Just a push on the pedal and I'm switching noiselessly between guitars. I can also adjust the input level for each guitar as well.,0,0,Sunday,December,2013,1
"Hey it does its job for a cheap price.  I use it put mh guitar and Harp Mic through the same rig.  It does that.  It is plastic and Im not sure its inputs are the most efficient setup, but again it works.  Which in the end is my concern.",0,0,Sunday,December,2013,0
"This selector is very basic but does the job, if you need an A/B box for simple set ups give this one a try, it works for me and I dont see anything wrong with it, is simple, affordable and functional, what else can you ask for?",0,1,Wednesday,September,2011,0
"This pedal, in short, sucks.  There's no point to having an A/B pedal if it adds a huge amount of hiss to your sound. Behringer needs to go back to the drawing board with this.",2,2,Wednesday,April,2014,0
"Any time a person buys an A/B box their only real expectation is to have it switch quietly, this unit is as quiet as them come.  For the price it can't really be beat.",1,1,Monday,March,2013,1
"well what can I say.  it takes a signal and splits it 4 ways offering output at HP level. genius.  I bought it for my church since we're going the HP monitoring route and this was my best bet against the super over priced shure/senheiser/audio technica overpriced systems. I paired this up with the MA400 and it works great. hook up an xlr straight from the DI and voila, you got both inputs with separate control. like I said. genius.",3,3,Thursday,February,2012,1
"I'd give this 1 and a half stars if I could. This little Amp is so noisy if you hardly touch/move a cable plugged into it. It is so hard to get full sound in head/earphones with this. I can only hear in one ear in every headphone/output, and hardly anything in the other. I have to always adjust my cable's connector to get any full sound for a second. I can still use this, but hardly. I really don't like this.",0,0,Thursday,December,2012,0
Perfect for remote recoding with up to 4 head sets. Clean amp and plenty of gain at  a great price.,0,0,Sunday,October,2013,1
Solid as a rock and definitely delivers on its promise. Whoever said Behringer gear sucked has no clue about audio gear. Our radio station owns several pieces along with this unit and are expanding our gear with more purchases of Behringer gear. Super value!,0,0,Tuesday,February,2013,1
"Needed a boost with my headphones while playing Rocksmith.  Item works as advertised, very easy to hook up.  I am using with xbox 360 and auvio wireless headphones (33-283, out of production, but still work great)",0,0,Thursday,January,2014,1
"I hooked this up to the output of my Mackie mixing desk. I have my powered monitors (via a Y cable) on one output and my headphones on another.I can now play my guitar, write, record, etc through the speakers or the headphones and very quickly switch between them without messing about with cables and whatnot.Because my headphones are closed (DJ type) they cut out a lot of background noise and I previously found myself wondering ""are the speakers off?"". It was particularly awkward in that the power switches for my speakers is on the back. Not handy!Now I've installed this headphone amp it's definitely become an integral part of my setup, and definitely worth the money. Now I can actually get on with the music :-)Another excellent Behringer purchase. Recommended without hesitation.",0,0,Thursday,August,2010,1
"The item shipped in time. It is working fine. The sound is very good. The only problem I had is voltage. I live in Europe and I had to buy special adapter which transforms 220 volts to 120.I know A lot of items from USA that work with both voltage 220 and 110, but not this one.Thanks anyway.",0,0,Saturday,July,2011,1
"I use this in my recording studio to allow musicians their own level of monitoring in their headphones for recording and playback. So far I've had this item for about a week, and it has worked flawlessly, and given the exact results I needed. Musicians love being able to control their own headphones, rather than having the engineer in the control room raise and lower their levels.",2,2,Thursday,March,2012,1
"Do not let the size fool you. This is a very handy piece of equipment and it's so easy to set up and use. Just plug a 1/4 inch stereo cable into your sub out on your mixer and then into the HA400, then plug in up to 4 pairs of headphones and your set to track overdubs. This is perfect for a small home studio on a budget and it's built like a tank. Be forewarned that this a very basic headphone distribution system, you can only adjust volume from the HA400 and it would be wise to purchase a real long 1/4 stereo cable and extensions for the headphones if you want to isolate vocals.",36,39,Tuesday,January,2008,1
I've had one of these I've used for years and it has served me well.I needed another so that I could get more headphone mixes out of my soundcard for recording multi-person bands in my home studio.Simple to set up: you get an input for your source and 4 outputs for 4 people to listen to the source and each one gets to control their own volume.[...],0,0,Wednesday,January,2014,1
I use this at home on my project studio it works great for headphone sessions. I use it all the time to run an extra set of headphone in to my vocal booth/closet. It's all metal the knobs are great and very smooth to turn. For the money you can't beat it. Its not professional quality but Ive done some professional quality work with it with no problem.,0,0,Thursday,May,2012,1
"This product works the way it should be. No frills, no BS. Great price at Amazon as usual.",1,2,Friday,February,2010,1
"When I first got this it blew up my headphones and didnt work right at all with my desktop speakers or anything.  I am now glad to say that after getting a replacement headphones and desktop speakers that this thing works fantastic.  It is a small design amplifier and does it's job very well.  I now have my good headphones, my noise canceling headphones, and my desktop speakers hooked up to it and they all work fantastic.  No more unplugging and plugging in the desktop speakers and headphones from the back of the computer which was such a hassle everytime.  Now all I gotta do is turn the control knobs and wallah.  I have to say it works very well for the price.  The only thing I don't recommend doing is turning the volume past the 2nd notch for your good headphones because they might damage them like they did mine.  Anyways, I would recommend this if you hate unplugging and plugging stuff in all the time and you want some more bass.",0,0,Monday,October,2010,1
"Purchased two of these, one for on stage headphones and one to actually use as a junction box to send the sound elsewhere in the building to other amps/speakers. Works in both environments very well, individual channel volume control is perfect. No hum/hiss from these units at all.",0,0,Monday,July,2013,1
"Not sure why Behringer gets a bad rep - this is compact, works as advertised, is affordable and an all around handy thing for the musician.Well built, solid construction - zero complaints.",0,0,Sunday,June,2013,1
"I have been using this little amp very heavily for about a year now and highly recommend it.  The device is extremely compact taking up virtually no space sitting right next to my mixer, it does exactly what I expect & the sound is clean.  Works great - great price - meets my requirements perfectly.",0,0,Thursday,December,2010,1
"I've been using this product for a while now.  Only for indoor really light use.  So I can't speak to it's durability at this time. But I like it because it's cheap, light, and it works.",0,0,Monday,June,2012,1
this box is very well made and will last a long time. the controls are very tight and are not loose or sloppy. i like the fact you can daisy chane this device with more of the same. i am very happy with this purchase and i will be buying a few more now that i know they are made with quality and functions perfectly. i would tell my friends to buy this with no problem.,0,0,Monday,September,2013,1
I use this in a small studio so we can use multiple headphones from only one stereo line out.  Individual volumes controls make it perfect.,1,1,Thursday,January,2013,1
"I've owned and used this for a few years now without failure or flaw.  The pots all still work without adding noise, and in general the device does exactly what I need it to do.  You won't find a better deal than this on a basic headphone amp/mixer.",0,1,Friday,September,2011,1
My title says it all.  I didn't like the AC adaptor.  I did work very well and was strong.  I liked how solid it was.,0,0,Sunday,March,2014,0
"I have always wanted to link multiple listeners to the same feed and be able to control the level, this is amazing",0,0,Wednesday,December,2012,1
"The Rate goes from barely there to a massively overdriven buzz tone. I'd consider the usable range from 0 to about 9 1/4. The real treat is the Tone switch. It's almost like having two stompboxes in one. The footswitch action is smooth, quiet and nearly effortless. The effect is there, then it's not. There are no audible artifacts as it switches in or out. It's hard to beat this box at any price. If the unthinkable happened I'd buy another one in a heartbeat.",0,0,Wednesday,June,2013,1
I had always wanted a phase shifter but I never wanted to pay alot of money for one because its not something I had to have but I just wanted one. The reason I bought this one was because it was cheap. I got it and hooked it up and wow this thing is kool. You can get some insane sounds out of it. I mean some are so insane I asked myself what could someone possibly use this with in a song. But it's great. It does what it is suppose to do and it is a sturdy stomp box. Couldn't ask for more.,0,0,Wednesday,April,2013,1
"Great sound, works just like a phaser should. I have had it for a couple months and dig the way it sounds. I use it with very little gain for sort of a clean funky guitar effect. Cool pedal, solid construction. Only thing is that it is big!! One other thing, it works better if you put it in front. I found that in the effects loop, it does not work so great.",0,0,Tuesday,January,2013,1
"Great pedal- very lush and usable tones. Think ""Lightning Crashes"" by the band ""Live"". Ok, I was going to initially give it 4 stars because of the following reasons:  plastic knobs, foot switch does not 'click', very miniscule volume drop with engagement (actually, I moved the pedal to a different spot in my signal chain and I *think* that resolved the volume issue, but I can't tell-  I guess if it is too close to tell, then it's a non issue !). Then I performed a reality check on myself and looked at the price again.  Metal enclosure.  Works like a charm.  Twenty four tax free bucks and free shipping.  It gets 5 stars because there is nothing even close at this price.",2,3,Monday,January,2012,1
Works great.  For the money you can't go wrong with this effect.  I'm using it more then I thought I would when I first bought it.  The only thing I don't really care for is the stomp switch which is activated with more on a touch then a click.  Seems like it may be a weak point of the pedal but so far it's held up fine.,0,0,Wednesday,January,2013,1
Perfect pedal. Easy to setup easy to use. It sounds great. Durable and strong. Not noisy at all really clean pedal for your board.,0,0,Monday,December,2013,1
"I used this for a while, but now I have the behringer 8ch rack mount and this rarely gets used. Also, every single bass guitar amplifier that has been on stage when I was the soundman had a balanced direct output right with xlr connector right there on the amp. I still use this for practice at home.",0,0,Sunday,February,2012,1
"I have an Acoustic B100 MKII 100 watt bass amp with a 15 inch speaker. My bass is an SX jazz bass. I have always loved the tone of my Acoustic amp, until now. After I plugged this little bad boy in, it brought my amp to life! Now, I cannot live without it. This is the Swiss army knife of bass preamps. Every bass player should have one of these. You can dial in tons of different tones and it gives your amp that tube-like sound. For 29 bones, you simply cannot beat it! Spend the extra 10 bucks and get the Behringer 9V power supply, so you don't have to worry about batteries. If you are a bass player, just buy it!!!",0,0,Monday,February,2014,1
"It's a decent unit, but stopped working completely after about 6 months. Tried everything I could, but it's gone. I would not recommend this pedal.",1,1,Tuesday,July,2013,0
